011, 1,1,244,
011, 2,1,244,
012, 1,1,244,
021, 1,1,244,
022, 1,1,244,
011, 3,1,244,
013, 1,1,244,
031, 1,1,244,
023, 1,1,244,
032, 1,1,244,
033, 1,1,244,
012, 2,1,244,
011, 4,1,244,
021, 2,1,244,
022, 2,1,244,
014, 1,1,244,
024, 1,1,244,
041, 1,1,244,
034, 1,1,244,
043, 1,1,244,
042, 1,1,244,
044, 1,1,244,
011, 5,1,244,
012, 3,1,244,
013, 2,1,244,
011, 6,1,244,
021, 3,1,244,
022, 3,1,244,
023, 2,1,244,
031, 2,1,244,
032, 2,1,244,
033, 2,1,244,
011, 7,1,244,
012, 4,1,244,
014, 2,1,244,
021, 4,1,244,
011, 8,1,244,
022, 4,1,244,
024, 2,1,244,
034, 2,1,244,
041, 2,1,244,
043, 2,1,244,
042, 2,1,244,
044, 2,1,244,
013, 3,1,244,
023, 3,1,244,
011, 9,1,244,
031, 3,1,244,
032, 3,1,244,
033, 3,1,244,
012, 5,1,244,
021, 5,1,244,
022, 5,1,244,
011, 10,1,244]
013, 4,1,244,
012, 6,1,244,
014, 3,1,244,
023, 4,1,244,
021, 6,1,244,
022, 6,1,244,
024, 3,1,244,
031, 4,1,244,
034, 3,1,244,
032, 4,1,244,
033, 4,1,244,
041, 3,1,244,
043, 3,1,244,
044, 3,1,244,
042, 3,1,244,
012, 7,1,244,
021, 7,1,244,
022, 7,1,244,
013, 5,1,244,
023, 5,1,244,
031, 5,1,244,
032, 5,1,244,
033, 5,1,244,
014, 4,1,244,
012, 8,1,244,
024, 4,1,244,
021, 8,1,244,
034, 4,1,244,
022, 8,1,244,
041, 4,1,244,
043, 4,1,244,
042, 4,1,244,
044, 4,1,244,
013, 6,1,244,
012, 9,1,244,
023, 6,1,244,
031, 6,1,244,
032, 6,1,244,
022, 9,1,244,
033, 6,1,244,
021, 9,1,244,
014, 5,1,244,
012, 10,1,244]
024, 5,1,244,
034, 5,1,244,
013, 7,1,244,
041, 5,1,244,
022, 10,1,244]
043, 5,1,244,
021, 10,1,244]
044, 5,1,244,
042, 5,1,244,
023, 7,1,244,
031, 7,1,244,
032, 7,1,244,
033, 7,1,244,
014, 6,1,244,
013, 8,1,244,
024, 6,1,244,
023, 8,1,244,
034, 6,1,244,
031, 8,1,244,
032, 8,1,244,
033, 8,1,244,
041, 6,1,244,
043, 6,1,244,
044, 6,1,244,
042, 6,1,244,
013, 9,1,244,
023, 9,1,244,
014, 7,1,244,
031, 9,1,244,
032, 9,1,244,
024, 7,1,244,
033, 9,1,244,
034, 7,1,244,
041, 7,1,244,
043, 7,1,244,
042, 7,1,244,
044, 7,1,244,
013, 10,1,244]
023, 10,1,244]
031, 10,1,244]
032, 10,1,244]
033, 10,1,244]
014, 8,1,244,
024, 8,1,244,
034, 8,1,244,
041, 8,1,244,
043, 8,1,244,
042, 8,1,244,
044, 8,1,244,
014, 9,1,244,
024, 9,1,244,
034, 9,1,244,
041, 9,1,244,
043, 9,1,244,
042, 9,1,244,
044, 9,1,244,
014, 10,1,244]
024, 10,1,244]
034, 10,1,244]
041, 10,1,244]
043, 10,1,244]
042, 10,1,244]
044, 10,1,244]
